序号,站点名称,所在设区市,所在县(市、区),流域,水系,水体,检测时间,水温(℃),pH,溶解氧(mg/L),浊度(NTU),电导率(uS/cm),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
7269,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-11 00,19.1,7.73,8.45,23.7,186.8,1.1,0.06,0.068,0.75
7270,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-11 01,18.9,7.72,8.79,27.8,186.9,,,,
7271,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-11 02,18.6,7.73,9.03,26.5,188.4,,,,
7272,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-11 03,18.5,7.74,9.22,28.2,186.0,,,,
7273,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-11 04,18.9,7.7,8.48,23.0,187.6,1.0,0.06,0.066,0.97
7274,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-11 05,18.7,7.73,8.95,25.8,187.0,,,,
7275,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-11 06,18.4,7.72,9.25,26.2,187.7,,,,
7276,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-11 07,18.3,7.72,9.26,27.9,187.4,,,,
7277,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-11 08,18.8,7.72,8.71,21.8,188.1,0.9,0.06,0.063,1.03
7278,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-11 09,18.6,7.69,8.91,24.9,187.9,,,,
7279,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-11 10,18.5,7.72,9.24,26.0,188.5,,,,
7280,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-11 11,18.6,7.73,9.24,26.5,188.5,,,,
7281,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-11 12,19.0,7.71,8.73,21.8,188.6,0.9,0.07,0.069,1.02
7282,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-11 13,19.0,7.71,9.02,25.5,188.3,,,,
7283,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-11 14,18.8,7.72,9.09,26.3,188.1,,,,
7284,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-11 15,18.7,7.73,9.23,26.8,187.2,,,,
7285,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-11 16,19.3,7.77,8.79,21.6,185.2,0.9,0.07,0.07,0.93
7286,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-11 17,19.2,7.8,9.17,25.6,184.8,,,,
7287,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-11 18,18.9,7.86,9.47,26.3,184.4,,,,
7288,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-11 19,18.9,7.89,9.54,24.3,184.2,,,,
7289,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-11 20,19.3,7.88,9.1,20.8,184.2,1.0,0.09,0.065,0.99
7290,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-11 21,19.1,7.85,9.28,24.3,184.4,,,,
7291,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-11 22,18.8,7.85,9.53,23.9,185.0,,,,
7292,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-11 23,18.7,7.84,9.46,24.5,184.7,,,,
7293,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-12 00,19.1,7.83,9.04,20.3,184.6,0.9,0.06,0.059,0.94
7294,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-12 01,18.9,7.81,9.29,25.0,184.7,,,,
7295,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-12 02,18.6,7.81,9.39,23.7,185.0,,,,
7296,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-12 03,18.6,7.79,9.49,24.3,185.2,,,,
7297,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-12 04,18.9,7.72,8.66,16.6,184.8,1.0,0.06,0.054,1.1
7298,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-12 05,18.7,7.65,8.87,20.8,184.5,,,,
7299,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-12 06,18.4,7.75,9.43,23.7,184.9,,,,
7300,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-12 07,18.3,7.77,9.42,24.5,185.4,,,,
7301,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-12 08,18.7,7.69,8.51,19.0,185.4,0.9,0.06,0.106,0.88
7302,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-12 09,18.6,7.72,9.19,23.7,186.0,,,,
7303,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-12 10,18.5,7.77,9.5,26.2,186.2,,,,
7304,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-12 11,18.6,7.78,9.52,25.5,186.9,,,,
7305,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-12 12,18.9,7.79,9.03,20.7,186.5,1.0,0.07,0.071,1.04
7306,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-12 13,18.9,7.78,9.34,27.1,185.6,,,,
7307,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-12 14,18.7,7.83,9.48,27.3,184.6,,,,
7308,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-12 15,18.6,7.84,9.67,29.7,184.4,,,,
7309,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-12 16,18.8,7.86,9.14,20.5,185.0,1.0,0.07,0.065,0.95
7310,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-12 17,18.8,7.85,9.43,26.3,184.7,,,,
7311,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-12 18,18.8,7.88,9.59,25.8,185.8,,,,
7312,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-12 19,19.0,7.96,9.76,24.0,186.3,,,,
7313,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-12 20,19.7,8.08,9.52,19.5,186.0,1.0,0.09,0.058,0.83
7314,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-12 21,19.5,7.96,9.49,19.0,186.3,,,,
7315,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-12 22,19.2,7.78,9.38,15.3,185.8,,,,
7316,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-12 23,19.1,7.65,9.1,14.4,184.9,,,,
7317,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-13 00,19.3,7.61,8.36,12.7,184.3,0.9,0.08,0.044,0.98
7318,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-13 01,19.0,7.69,9.11,24.0,184.6,,,,
7319,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-13 02,18.8,7.83,9.49,24.8,184.6,,,,
7320,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-13 03,18.7,7.83,9.51,23.5,184.6,,,,
7321,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-13 04,18.8,7.83,9.06,18.2,184.6,1.0,0.08,0.052,1.07
7322,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-13 05,18.6,7.79,9.28,21.8,184.1,,,,
7323,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-13 06,18.5,7.78,9.47,23.5,183.7,,,,
7324,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-13 07,18.4,7.75,9.37,23.5,183.4,,,,
7325,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-13 08,18.6,7.69,8.56,16.2,183.3,0.9,0.06,0.09,0.88
7326,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-13 09,18.6,7.65,8.9,18.3,182.5,,,,
7327,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-13 10,18.5,7.7,9.28,23.6,183.1,,,,
7328,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-13 11,18.6,7.81,9.47,23.7,182.9,,,,
7329,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-13 12,18.6,7.84,10.2,0.0,182.4,0.3,0.07,0.077,0.94
7330,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-13 13,19.2,7.91,9.62,24.6,182.8,,,,
7331,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-13 14,19.4,8.0,9.78,23.7,183.1,,,,
7332,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-13 15,19.6,8.02,9.66,21.6,183.1,,,,
7333,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-13 16,19.4,8.21,10.03,22.5,183.1,1.1,0.09,0.066,1.49
7334,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-13 17,19.6,8.21,10.04,24.3,181.0,,,,
7335,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-13 18,19.7,8.29,10.1,20.1,179.2,,,,
7336,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-13 19,19.2,8.07,9.92,25.6,179.3,,,,
7337,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-13 20,19.4,8.09,9.54,18.7,180.6,1.1,0.06,0.083,1.33
7338,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-13 21,19.3,7.95,9.67,18.9,172.9,,,,
7339,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-13 22,19.3,7.78,9.64,15.4,156.7,,,,
7340,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-13 23,19.4,7.65,9.42,13.3,149.3,,,,
7341,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-14 00,19.3,7.63,8.67,20.0,176.5,0.9,0.06,0.06,1.37
7342,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-14 01,19.0,7.85,9.43,22.4,180.7,,,,
7343,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-14 02,18.8,7.91,9.73,22.5,181.0,,,,
7344,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-14 03,18.7,7.91,9.49,22.7,180.1,,,,
7345,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-14 04,18.9,7.89,9.29,17.7,180.4,0.9,0.06,0.064,1.22
7346,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-14 05,18.7,7.87,9.37,22.1,180.5,,,,
7347,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-14 06,18.5,7.87,9.69,21.4,180.8,,,,
7348,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-14 07,18.4,7.86,9.73,21.7,180.5,,,,
7349,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-14 08,18.9,7.78,8.91,16.1,179.5,0.8,0.07,0.06,1.15
7350,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-14 09,18.8,7.71,9.08,17.9,179.6,,,,
7351,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-14 10,18.6,7.65,9.01,16.2,179.6,,,,
7352,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-14 12,18.8,7.88,10.48,15.4,167.5,1.0,0.1,0.066,1.05
7353,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-14 13,19.3,7.92,9.74,20.2,167.3,,,,
7354,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-14 14,19.6,7.96,9.5,17.0,167.2,,,,
7355,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-14 15,19.4,7.96,9.8,19.6,167.1,,,,
7356,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-14 16,19.1,7.9,9.22,5.1,167.1583933285295,1.8,0.14,0.087,1.01
7357,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-14 17,19.4,7.96,9.88,20.2,167.1,,,,
7358,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-14 19,19.2,7.97,9.84,20.1,166.8,,,,
7359,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-14 20,19.5,7.97,9.46,15.5,166.8,0.9,0.12,0.049,0.95
7360,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-14 21,19.3,7.84,9.57,17.4,166.8,,,,
7361,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-14 22,19.1,7.66,9.24,14.4,166.2,,,,
7362,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-14 23,19.1,7.58,9.07,14.1,165.6,,,,
7363,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-15 00,19.3,7.73,9.09,16.5,165.7,0.7,0.12,0.041,1.02
7364,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-15 01,19.1,7.81,9.55,18.9,165.5,,,,
7365,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-15 02,18.9,7.81,9.67,18.7,165.6,,,,
7366,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-15 03,18.8,7.78,9.62,19.0,164.6,,,,
7367,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-15 04,19.1,7.77,9.14,14.0,163.8,0.8,0.12,0.038,1.0
7368,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-15 05,18.9,7.76,9.41,17.5,163.6,,,,
7369,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-15 06,18.8,7.75,9.57,17.1,163.7,,,,
7370,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-15 07,18.7,7.75,9.48,17.5,163.3,,,,
7371,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-15 08,19.0,7.76,9.08,14.7,162.9,0.8,0.09,0.038,1.37
7372,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-15 09,19.0,7.73,9.44,17.9,161.5,,,,
7373,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-15 10,18.8,7.78,9.69,17.5,161.2,,,,
7374,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-15 11,18.8,7.81,9.81,17.4,159.2,,,,
7375,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-15 12,19.7,7.96,9.58,10.8,157.0,0.8,0.1,0.03,1.31
7376,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-15 14,19.4,7.82,9.72,13.1,157.0,,,,
7377,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-15 15,19.7,7.96,9.64,11.4,156.9,,,,
7378,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-15 16,19.7,7.96,9.51,10.6,157.1,0.8,0.0,0.03,1.31
7379,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-15 17,19.6,7.95,9.8,13.7,156.9,,,,
7380,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-15 18,19.4,7.95,10.04,14.2,156.4,,,,
7381,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-15 19,19.4,7.92,9.98,14.5,155.5,,,,
7382,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-15 20,19.8,7.93,9.54,10.5,155.1,0.8,0.09,0.044,0.96
7383,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-15 21,19.7,7.93,9.9,14.5,154.4,,,,
7384,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-15 22,19.5,7.96,9.95,15.5,154.2,,,,
7385,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-15 23,19.4,7.92,9.97,14.9,154.5,,,,
7386,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-16 00,19.8,7.91,9.5,10.1,154.3,0.8,0.09,0.033,1.01
7387,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-16 01,19.7,7.88,9.72,13.6,154.6,,,,
7388,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-16 02,19.4,7.85,9.92,14.1,155.0,,,,
7389,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-16 03,19.3,7.85,9.91,13.1,155.0,,,,
7390,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-16 04,19.6,7.86,9.44,10.1,154.9,0.8,0.08,0.05,1.05
7391,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-16 05,19.5,7.81,9.66,13.9,154.6,,,,
7392,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-16 06,19.3,7.81,9.76,14.9,154.5,,,,
7393,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-16 07,19.3,7.81,9.84,13.7,154.5,,,,
7394,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-16 08,19.6,7.82,9.42,10.2,154.4,0.2,0.12,0.0,0.26
7395,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-16 09,19.5,7.82,9.83,14.6,153.9,,,,
7396,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-16 10,19.3,7.84,9.93,15.3,154.4,,,,
7397,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-16 11,19.4,7.87,9.97,14.9,154.5,,,,
7398,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-16 12,19.8,7.95,9.65,10.2,154.3,1.5,0.12,0.028,1.24
7399,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-16 13,19.8,7.94,10.09,15.5,153.8,,,,
7400,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-16 14,19.7,7.94,10.04,14.9,153.6,,,,
7401,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-16 15,19.7,7.94,10.03,15.4,153.6,,,,
7402,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-16 16,20.2,8.19,10.02,9.6,153.0,0.7,0.12,0.024,1.24
7403,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-16 17,20.2,8.25,10.42,12.5,152.3,,,,
7404,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-16 18,20.0,8.2,10.42,15.3,151.9,,,,
7405,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-16 19,20.1,8.21,10.46,13.4,151.4,,,,
7406,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-16 20,20.5,8.27,10.16,9.2,150.3,0.8,0.16,0.0,1.26
7407,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-16 21,20.3,8.08,10.02,10.9,151.0,,,,
7408,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-16 22,20.1,7.81,9.49,10.3,150.9,,,,
7409,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-16 23,20.0,7.64,9.05,9.1,149.1,,,,
7410,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-17 00,20.2,7.5,8.56,6.8,147.5,0.8,0.11,0.001,1.02
7411,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-17 01,20.1,7.49,8.66,8.0,146.6,,,,
7412,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-17 02,19.9,7.71,9.7,13.6,146.8,,,,
7413,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-17 03,19.8,7.78,9.78,13.9,146.9,,,,
7414,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-17 04,20.0,7.8,9.27,9.6,147.1,0.7,0.11,0.032,1.0
7415,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-17 05,19.9,7.76,9.56,12.5,147.2,,,,
7416,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-17 06,19.8,7.76,9.74,12.1,147.5,,,,
7417,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-17 07,19.7,7.79,9.74,13.9,147.4,,,,
7418,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-17 08,20.0,7.83,9.4,9.6,147.3,0.7,0.12,0.025,1.33
7419,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-17 09,19.9,7.81,9.69,13.8,147.2,,,,
7420,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-17 10,19.8,7.83,9.82,14.1,147.4,,,,
7421,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-17 11,19.8,7.85,9.88,12.6,147.1,,,,
7422,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-17 12,20.1,7.9,9.55,9.8,146.9,0.7,0.12,0.027,0.97
7423,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-17 13,20.1,7.9,9.78,13.5,146.6,,,,
7424,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-17 14,20.1,7.92,9.98,13.9,146.4,,,,
7425,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-17 15,20.1,7.99,9.93,13.7,146.6,,,,
7426,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-17 16,20.2,8.08,9.83,8.9,145.8,0.7,0.12,0.032,0.97
7427,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-17 17,20.2,8.03,10.0,11.7,145.4,,,,
7428,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-17 18,20.1,8.06,10.1,11.6,143.1,,,,
7429,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-17 19,20.1,8.07,10.11,11.0,141.6,,,,
7430,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-17 20,20.4,8.05,9.9,7.9,137.9,0.6,0.12,0.0,1.02
7431,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-17 21,20.4,7.86,9.66,9.3,128.4,,,,
7432,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-17 22,20.3,7.71,9.48,7.1,123.8,,,,
7433,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-17 23,20.3,7.61,9.34,7.1,122.3,,,,
7434,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-18 00,20.4,7.9,9.62,7.9,140.6,0.7,0.12,0.0,1.01
7435,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-18 01,20.2,7.86,9.76,10.9,141.1,,,,
7436,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-18 02,20.1,7.86,9.88,10.7,141.1,,,,
7437,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-18 03,20.0,7.84,9.79,11.2,141.0,,,,
7438,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-18 04,20.2,7.84,9.46,8.3,140.9,0.8,0.12,0.0,0.94
7439,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-18 05,20.1,7.81,9.78,11.4,140.9,,,,
7440,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-18 06,20.0,7.81,9.75,11.9,141.0,,,,
7441,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-18 07,20.0,7.79,9.74,11.2,141.0,,,,
7442,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-18 08,20.2,7.8,9.18,7.1,141.0,0.7,0.13,0.0,0.19
7443,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-18 09,20.3,7.6,9.17,10.9,141.0,,,,
7444,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-18 10,20.2,7.74,9.65,11.9,140.9,,,,
7445,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-18 11,20.3,7.83,9.71,10.6,140.8,,,,
7446,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-18 12,20.5,7.96,9.65,7.9,140.6,0.6,0.11,0.203,5.07
7447,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-18 13,20.6,7.94,9.84,10.3,140.1,,,,
7448,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-18 14,20.7,8.0,9.85,10.5,140.1,,,,
7449,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-18 15,20.8,8.01,9.92,10.8,140.1,,,,
7450,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-18 16,20.6,8.02,9.7,8.0,138.9,0.8,0.09,0.03,0.97
7451,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-18 17,20.6,7.97,9.9,10.7,138.3,,,,
7452,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-11-18 18,20.7,8.01,9.94,10.6,137.5,,,,
